qid,query,answer_relation,answer_norm,answer_metric,answer_type,query_entity,relation,context
3024,how many ferraris are in the us,=,37400.0,,ferrari,"('us',)",,()
4684,how many satellites are in orbit around the earth,=,2666.0,,satellite,"('earth',)",,"('orbit',)"
3665,how many nights are in fnaf 1,=,5.0,,night,"('fnaf',)",,"('1',)"
1844,how many hawaiian islands,=,6.0,,hawaiian island,(),,()
1380,how many cfm for erv,=,50.0,,cfm,"('erv',)",,()
2265,how many gmo crops are there in the us,=,10.0,,gmo crop,"('us',)",,"('there',)"
3886,how many fans nzxt h500,=,2.0,,fan,"('nzxt',)",,"('h500',)"
5737,how many units of xeomin do i need,=,4.0,,unit,"('xeomin',)",need,()
3219,how many letters are in the spanish alphabet,=,27.0,,letter,"('spanish',)",,"('alphabet',)"
290,how many ascs in the us,=,5300.0,,asc,"('us',)",,()
3254,how many channels does mbc have,=,10.0,,channel,"('mbc',)",,()
4159,how many centres does ngl have,=,10.0,,centre,"('ngl',)",,()
4873,how many spg points per dollar,=,2.0,,spg point,(),,"('dollar',)"
1667,how many gang members in chicago,=,150000.0,,gang member,"('chicago',)",,()
5265,how many uk music festivals are there,=,241.0,,music festival,"('uk',)",,"('there',)"
3493,how many haroof e muqataat in quran,=,29.0,,e,"('muqataat', 'quran')",,"('haroof',)"
669,how many ccgs in england 2019,=,135.0,,ccg,"('england',)",,"('2019',)"
5063,how many tobacco users in the us,=,34200000.0,,tobacco user,"('us',)",,()
5307,how many upi transactions per month,=,700000.0,,upi transaction,(),,"('month',)"
2061,how many hydroelectric dams are in the us,=,80000.0,,hydroelectric dam,"('us',)",,()
2731,how many kashmiri killed by indian army,=,219.0,,kashmiri,"('indian', 'indian army')",killed,()
2771,how many gates does mci have,=,90.0,,gate,"('mci',)",,()
3002,how many kvs school in odisha,=,12.0,,school,"('odisha',)",kvs,()
248,how many aquariums are in the us,=,95.0,,aquarium,"('us',)",,()
4800,how many slps in the us,=,119300.0,,slp,"('us',)",,()
4341,how many al qaeda fighters are there,=,170.0,,fighter,"('al qaeda',)",,"('there',)"
2197,how many iga stores are in the us,=,5000.0,,store,"('iga', 'us')",,()
1291,how many majors does eku have,=,71.0,,major,(),eku,()
4557,how many rnli stations are there in the uk,=,238.0,,rnli station,"('uk',)",,"('there',)"
2243,how many ikeas in california,=,8.0,,ikea,"('california',)",,()
2230,how many iim institute in india,=,20.0,,,"('iim institute', 'india')",,()
2717,how many kafka brokers should i have,=,1000.0,,kafka broker,(),should,()
1063,how many dmc thread colors are there,=,500.0,,dmc thread color,(),,"('there',)"
1121,how many drt and drat in india,=,39.0,,drt,"('drat', 'india')",,"('and',)"
4114,how many pcardb in kerala,=,78.0,,pcardb,"('kerala',)",,()
2912,how many kool aid packets make a gallon,=,3.0,,kool aid packet,(),make,"('gallon',)"
68,how many aeon mall in vietnam,=,5.0,,aeon mall,"('vietnam',)",,()
5424,how many rooms does vdara have,=,1495.0,,room,"('vdara',)",,()
4676,how many sajda in quran hanafi,=,15.0,,sajda,"('quran', 'quran hanafi')",,()
4843,how many soa seasons are there,=,7.0,,soa season,(),,"('there',)"
5441,how many vfx artists worked on endgame,=,13.0,,vfx artist,(),worked,"('endgame',)"
2223,how many iiit colleges are there in india,=,25.0,,iiit college,"('india',)",,"('there',)"
3277,how many mcst are there in singapore,=,2700.0,,mcst,"('singapore',)",,"('there',)"
4432,how many rakat is taraweeh,=,20.0,,rakat,(),,"('taraweeh',)"
316,how many atc centers in us,=,21.0,,center,"('atc',)",,()
1254,how many eft meridian points,=,9.0,,meridian point,"('eft meridian',)",eft,()
388,how many badges are in nba 2k20,=,80.0,,badge,"('nba',)",,"('2k20',)"
237,how many aop in france,=,360.0,,aop,"('france',)",,()
5049,how many tmc water in kaleshwaram project,=,240.0,,tmc water,"('kaleshwaram',)",,"('project',)"
5230,how many faculties does ufs have,=,6.0,,faculty,"('ufs',)",ufs,()
3478,how many museums are in london,=,250.0,,museum,"('london',)",,()
2957,how many kt was little boy,=,15.0,,little boy,"('kt',)",,()
4775,how many sisters does joey have,=,7.0,,sister,"('joey',)",,()
3151,how many lmg for damascus,=,39.0,,lmg,"('damascus',)",,()
1267,how many egyptian gods are there,=,2000.0,,egyptian god,(),,"('there',)"
5166,how many constituencies in uasin gishu county,=,6.0,,constituency,"('uasin',)",,"('gishu', 'county')"
660,how many cbvs in canada,=,1400.0,,cbv,"('canada',)",,()
4652,how many ryan international school in india,=,135.0,,,"('ryan international school', 'india')",,()
2463,how many jay z albums went platinum,=,13.0,,z album,"('jay z', 'jay')",went,"('platinum',)"
5627,how many wizards are there in middle earth,=,5.0,,wizard,"('middle earth',)",,()
4324,how many private high schools in the us,=,34576.0,,private high school,"('us',)",,()
5957,how many zaxby's,=,123.0,,,"('zaxby',)",,"(""'s"",)"
3813,how many block in nuapada district,=,5.0,,block,"('nuapada',)",,"('district',)"
5802,how many counties in florida,=,67.0,,county,"('florida',)",,()
3641,how many ngos are there in ethiopia,=,310.0,,ngo,"('ethiopia',)",,"('there',)"
4548,how many army divisions are there,=,18.0,,army division,(),,"('there',)"
326,how many atriums are in the heart,=,2.0,,atrium,(),,"('heart',)"
3359,how many mlc in karnataka,=,75.0,,mlc,"('karnataka',)",,()
5664,how many rwc has australia won,=,4.0,,rwc,"('australia',)",won,()
2966,how many ward are in kuje area council,=,10.0,,ward,"('kuje', 'kuje area council')",,()
1082,how many dnr officers in michigan,=,250.0,,dnr officer,"('michigan',)",,()
2306,how many iob branches in india,=,3400.0,,iob branch,"('india',)",,()
5940,how many zadornov search mission are there,=,6.0,,search mission,"('zadornov',)",,"('there',)"
2000,how many homeless in milwaukee,=,900.0,,,"('milwaukee',)",,"('homeless',)"
397,how many bars are in the united states,=,62602.0,,bar,"('united', 'the united states')",,()
5368,how many colleges under utkal university,=,267.0,,college,"('utkal university', 'university')",,()
4609,how many rsl clubs in victoria,=,300.0,,rsl club,"('victoria',)",,()
4002,how many ombudsman offices in india,=,22.0,,ombudsman office,"('india',)",,()
350,how many avp films are there,=,2.0,,avp film,(),,"('there',)"
6067,how many employees does zyxel have,=,1500.0,,employee,"('zyxel',)",,()
6021,how many zl1 were made in 2018,=,69.0,,,"('zl1',)",made,"('2018',)"
2104,how many employees does icf have,=,7000.0,,employee,(),icf,()
1257,how many eggs do american robins lay,=,4.0,,egg,"('american',)",,"('robins', 'lay')"
4823,how many smyths stores in uk,=,110.0,,smyths store,"('uk',)",,()
5393,how many uyghurs live in china,=,10000000.0,,uyghur,"('china',)",live,()
4719,how many sellers on ebay,=,25000000.0,,seller,"('ebay',)",,()
2612,how many jntu universities in india,=,4.0,,university,"('jntu', 'india')",,()
270,how many arizona tea flavors are there,=,14.0,,tea flavor,"('arizona',)",,"('there',)"
3067,how many gates does lucy have,=,3.0,,gate,"('lucy',)",,()
4169,how many phns in victoria,=,6.0,,phn,"('victoria',)",,()
4510,how many rheumatologists in the us 2019,=,4997.0,,rheumatologist,"('us',)",,"('2019',)"
3279,how many employees does mcx have,=,364.0,,employee,"('mcx',)",,()
4206,how many pmets in singapore,=,39000.0,,pmet,"('singapore',)",,()
2325,how many ipc section in india,=,511.0,,ipc section,"('india',)",,()
737,how many cfsl in india,=,7.0,,cfsl,"('india',)",,()
3557,how many nautical miles was the cape horn route,=,440.0,,nautical mile,(),,"('cape', 'horn', 'route')"
3350,how many mixtapes does lil wayne have,=,20.0,,mixtape,"('lil wayne', 'wayne')",lil,()
5769,how many uyghurs in xinjiang,=,12000000.0,,uyghur,"('xinjiang',)",,()
5992,how many union council in zhob,=,21.0,,,"('zhob', 'union council')",,()
4015,how many ontarians are there,=,568345.0,,ontarian,(),,"('there',)"
1443,how many evangelical churches in america,=,45000.0,,evangelical church,"('america',)",,()
3074,how many ldp session will be established,=,1.0,,session,"('ldp',)",established,()
5342,how many uss hornets were there,=,8.0,,hornet,"('uss',)",,"('there',)"
3159,how many loehmann's stores are there,=,100.0,,loehmann,(),,"(""'s"", 'there', 'stores')"
2129,how many id needed for palawan express,=,2.0,,,"('palawan', 'palawan express')",needed,()
5459,how many vibrational modes are possible for nh3,=,69.0,,vibrational mode,"('nh3',)",,"('possible',)"
3116,how many lgu in philippines,=,1540.0,,lgu,"('philippines',)",,()
2676,how many judges are there in the supreme court,=,8.0,,judge,"('the supreme court', 'supreme')",,"('there',)"
5363,how many utility companies are there in the us,=,3300.0,,utility company,"('us',)",,"('there',)"
1196,how many eal learners in scotland,=,39000.0,,eal learner,"('scotland',)",,()
5948,how many subs does zailetsplay have,=,2500000.0,,sub,(),zailetsplay,()
5639,how many wnba dunks have there been,=,20.0,,dunk,"('wnba',)",,()
5775,how many xjs on the road,=,3758.0,,xj,(),,"('road',)"
3642,how many ngos are there in india,=,42000.0,,ngo,"('india',)",,"('there',)"
4497,how many rfc exist,=,8650.0,,rfc,(),exist,()
4184,how many pioneers died on the oregon trail,=,300000.0,,pioneer,"('oregon',)",died,"('trail',)"
4028,how many opcos does sysco have in the us,=,12800.0,,opco,"('sysco', 'us')",,()
760,how many civilians died in ww2,=,40000000.0,,civilian,"('ww2',)",died,()
1559,how many fiji islands are inhabited,=,100.0,,island,"('fiji',)",inhabited,()
1955,how many hispanics in america,=,60000000.0,,hispanic,"('america',)",,()
2561,how many jio users are there in india,=,387500000.0,,jio user,"('india',)",,"('there',)"
2154,how many ifs in excel,=,64.0,,if,"('excel',)",,()
2263,how many gmo crops are in the us,=,10.0,,gmo crop,"('us',)",,()
1755,how many goals does alex morgan have,=,107.0,,goal,"('alex morgan',)",,()
96,how many afghan refugees in iran,=,3000000.0,,afghan refugee,"('iran',)",,()
4722,how many sez are there in china,=,5.0,,sez,"('china',)",,"('there',)"
4415,how many qunari swords are there,=,10.0,,qunari sword,(),,"('there',)"
2693,how many juveniles are incarcerated in florida,=,131.0,,juvenile,"('florida',)",incarcerated,()
4025,how many operas did mozart write,=,22.0,,opera,"('mozart',)",write,()
1478,how many fast food restaurants are in the us,=,198337.0,,food restaurant,"('us',)",,"('fast',)"
2499,how many jedi academy books are there,=,2.0,,academy book,"('jedi',)",,"('there',)"
1807,how many kt detain in gtu,=,4.0,,kt,"('gtu',)",detain,()
2949,how many ksrtc bus in kerala,=,6241.0,,ksrtc bus,"('kerala',)",,()
4023,how many oops concepts in python,=,4.0,,oops concept,"('python',)",,()
71,how many aesop's fables,=,725.0,,aesop,(),,"(""'s"", 'fables')"
2401,how many sector in itbp,=,15.0,,sector,"('itbp',)",,()
2972,how many kumquats in a pound,=,24.0,,kumquat,(),,"('pound',)"
2762,how many customers does kcb have,=,7000000.0,,customer,"('kcb',)",,()
2797,how many kevin levels are in overcooked 2,=,8.0,,level,"('kevin',)",,"('2', 'overcooked')"
3316,how many mfis are in india,=,223.0,,mfi,"('india',)",,()
3789,how many levels are in nsqf,=,10.0,,level,"('nsqf',)",,()
5839,how many yankees died during the civil war,=,618222.0,,civil war,"('yankees',)",died,()
5631,how many wkd flavours are there,=,7.0,,wkd flavour,(),,"('there',)"
2567,how many jipmer in india,=,2.0,,,"('jipmer', 'india')",,()
2210,how many iims are there in india,=,20.0,,iim,"('india',)",,"('there',)"
3602,how many nick and nora movies are there,=,6.0,,nick,"('nora',)",,"('and', 'movies', 'there')"
4598,how many rrb in india,=,56.0,,rrb,"('india',)",,()
3140,how many llcs in the us,=,21600000.0,,llc,"('us',)",,()
2163,how many iffco plant in india,=,5.0,,iffco plant,"('india',)",,()
2906,how many state kogi share boundary with,=,10.0,,state kogi share,(),,"('boundary',)"
511,how many bmw dealerships in usa,=,152.0,,dealership,"('usa', 'bmw')",,()
2430,how many jack reacher movies are there,=,2.0,,jack,"('reacher',)",,"('there', 'movies')"
1548,how many therapists in the us,=,106500.0,,therapist,"('us',)",,()
4805,how many small businesses in america,=,30700000.0,,small business,"('america',)",,()
2369,how many oscars did john williams win,=,5.0,,oscar,"('john', 'john williams')",,"('win',)"
3948,how many offices does ogilvy have,=,132.0,,office,"('ogilvy',)",,()
286,how many asians in the world,=,4500000000.0,,world,"('asians',)",,()
3056,how many lcs teams are there,=,10.0,,team,"('lcs',)",lcs,"('there',)"
5823,how many seats in xuv300,=,5.0,,seat,"('xuv300',)",,()
2845,how many kimmy schmidt endings,=,12.0,,kimmy schmidt ending,(),,()
4553,how many questions on rnc nic,=,175.0,,question,"('rnc', 'rnc nic')",,()
3990,how many olympics have there been,=,28.0,,olympic,(),,()
3923,how many rivers in ocho rios jamaica,=,8.0,,river,"('ocho',)",,"('rios', 'jamaica')"
1747,how many watts are gmrs radios,=,50.0,,watt,"('gmrs',)",,"('radios',)"
3416,how many municipalities in mpumalanga,=,17.0,,municipality,"('mpumalanga',)",,()
5384,how many students at uwi st augustine,=,5981.0,,student,"('uwi', 'uwi st augustine')",,()
5354,how many utah counties,=,29.0,,county,"('utah',)",,()
908,how many county in florida,=,67.0,,county,"('florida',)",,()
110,how many agatha baker missions,=,12.0,,mission,"('agatha baker', 'baker')",,()
5068,how many toilets are in the us,=,225000000.0,,toilet,"('us',)",,()
2862,how many times kkr won ipl 2019,=,2.0,,time,"('ipl', 'kkr')",won,"('2019',)"
5055,how many tncs does china have,=,10.0,,tnc,"('china',)",,()
3649,how many ngapuhi are in new zealand,=,125000.0,,ngapuhi,"('new zealand', 'new')",,()
2910,how many kool aid flavors,=,48.0,,kool aid flavor,(),,()
4246,how many ppv buys for ufc 229,=,2400000.0,,ppv buy,(),,"('229', 'ufc')"
785,how many cmas in the us,=,40000.0,,cma,"('us',)",,()
2082,how many crohn's uk,=,650.0,,crohn,"('uk',)",,()
1687,how many gdk in uk,=,1500.0,,gdk,"('uk',)",,()
4214,how many pwm pins on raspberry pi 3,=,2.0,,pwm pin,"('raspberry pi',)",,"('3',)"
2547,how many yi jiao in a yuan,=,1.0,,yuan,"('yi jiao',)",,()
278,how many earps were there,=,8.0,,earp,(),,"('there',)"
856,how many cpl holders are unemployed in india,=,6000.0,,cpl holder,"('india',)",,"('unemployed',)"
285,how many asians in america,=,21000000.0,,,"('america', 'asians')",,()
3052,how many lbf/in2 in psi,=,1.0,,lbf,"('psi',)",,"('/', 'in2')"
1192,how many races in guyana,=,6.0,,race,"('guyana',)",,()
1532,how many ffxv chapters,=,15.0,,ffxv chapter,(),,()
2461,how many jatt in india,=,82500000.0,,jatt,"('india',)",,()
4055,how many arabian oryx are left in the uae,=,10000.0,,arabian oryx,(),left,"('uae',)"
5833,how many yahoo mail users are there,=,227800000.0,,mail user,"('yahoo',)",,"('there',)"
2684,how many jupiter can fit in the sun,=,1000.0,,sun,"('jupiter',)",fit,()
838,how many counties in washington state,=,39.0,,county,"('washington',)",,"('state',)"
5975,how many zeraora have been defeated live count,=,272335.0,,zeraora,(),defeated,"('count', 'live')"
4819,how many smokers in the us,=,34200000.0,,smoker,"('us',)",,()
2442,how many jaj in supreme court,=,8.0,,,"('supreme', 'jaj')",,"('court',)"
414,how many bbl treatments are needed,=,4.0,,bbl treatment,(),needed,()
2026,how many hsbc branches in the world,=,3900.0,,hsbc branch,(),,"('world',)"
952,how many dahlia tubers to plant,=,4.0,,dahlia tuber,(),plant,"('to',)"
5541,how many wage earners are there in the united states,=,118300000.0,,wage earner,"('the united states', 'united')",,"('there',)"
4031,how many ophthalmologists in the us,=,23861.0,,ophthalmologist,"('us',)",,()
3408,how many games in mpl,=,6.0,,game,(),,"('mpl',)"
5400,how many hearts for vah ruta,=,3.0,,heart,"('vah',)",,"('ruta',)"
2070,how many hyundai creta sold in india,=,370000.0,,cretum,"('india', 'hyundai')",sold,()
957,how many dallas cowboy cheerleaders are there,=,36.0,,cheerleader,"('dallas cowboy', 'dallas')",,"('there',)"
1508,how many fdi companies in ireland,=,1200.0,,company,"('fdi', 'ireland')",fdi,()
2139,how many ieee standards are there,=,600.0,,standard,"('ieee',)",,"('there',)"
638,how many captain americas are there,=,2.0,,captain america,(),,"('there',)"
4690,how many sbdcs are in the us,=,62.0,,sbdc,"('us',)",,()
5759,how many xiaflex injections,=,3.0,,injection,"('xiaflex',)",,()
85,how many afb in new mexico,=,3.0,,,"('new',)",,"('afb', 'mexico')"
1981,how many nmr signals,=,2.0,,nmr signal,(),,()
3093,how many lexus lfa made,=,20.0,,,"('lexus', 'lfa', 'lexus lfa')",made,()
5287,how many unhybridized orbitals in sp2,=,2.0,,unhybridized orbital,"('sp2',)",,()
1056,how many dmc floss colors are there,=,500.0,,floss color,"('dmc',)",,"('there',)"
1831,how many g6 gxp were made,=,2300.0,,g6,"('gxp', 'g6 gxp')",made,()
4834,how many ann taylor loft stores are there,=,128.0,,store,"('ann taylor loft',)",,"('there',)"
3807,how many ntuc finest in singapore,=,230.0,,ntuc,"('singapore',)",,"('finest',)"
4707,how many screens hbo now,=,3.0,,screen,"('hbo',)",,"('now',)"
1418,how many etsy shops are there,=,2100000.0,,etsy shop,(),,"('there',)"
3475,how many mucinex dm can i take,=,3.0,,mucinex,(),take,"('dm',)"
2490,how many jc penney stores are there,=,1100.0,,penney store,"('jc', 'jc penney')",,"('there',)"
3029,how many lairds in scotland,=,432.0,,laird,"('scotland',)",,()
3774,how many employees does nrz have,=,2357.0,,employee,(),,"('nrz',)"
3080,how many acres is camp lejeune north carolina,=,156000.0,,acre,"('camp', 'north carolina')",,"('lejeune',)"
956,how many dalits are there in india,=,200000000.0,,dalit,"('india',)",,"('there',)"
2859,how many subscribers does kkandbabyj have,=,1200000.0,,subscriber,"('kkandbabyj',)",,()
2909,how many kolibris were made,=,1000.0,,kolibri,(),made,()
2064,how many hygienists can a dentist supervise in ohio,=,5.0,,hygienist,"('ohio',)",can,"('dentist', 'supervise')"
5103,how many fabs does tsmc have,=,15.0,,fab,"('tsmc',)",,()
2916,how many kotak branches in india,=,1391.0,,branch,"('kotak', 'india')",kotak,()
1420,how many letters are in the german alphabet,=,26.0,,letter,"('german',)",,"('alphabet',)"
724,how many cfb bowls,=,6.0,,bowl,"('cfb',)",,()
3353,how many does lincoln mkc seat,=,5.0,,seat,"('lincoln mkc',)",,()
5269,how many ukrainian speakers,=,35000000.0,,ukrainian speaker,(),,()
2641,how many joe's crab shacks are there,=,72.0,,crab shack,"('joe',)",,"(""'s"", 'there')"
4051,how many orthodontists in the us,=,10658.0,,orthodontist,"('us',)",,()
3222,how many state in libya,=,22.0,,state,"('libya',)",,()
611,how many bwr reactors in us,=,32.0,,bwr reactor,(),,()
4570,how many roku devices are there,=,9.0,,roku device,(),,"('there',)"
2721,how many kakapo are left,=,142.0,,kakapo,(),left,()
3934,how many odm mps 2017,=,99.0,,odm mp,(),,"('2017',)"
3942,how many of muslim in india,=,172000000.0,,,"('muslim', 'india')",,()
5467,how many vijay sales stores in india,=,3500.0,,sales store,"('india',)",,"('vijay',)"
4354,how many qbs were drafted before tom brady,=,6.0,,qb,"('tom', 'tom brady')",drafted,()
3911,how many villages in obulavaripalle,=,115.0,,village,"('obulavaripalle',)",,()
4564,how many rounds are in the nfl draft,=,30.0,,round,(),,"('nfl', 'draft')"
941,how many members for cwl,=,15.0,,member,"('cwl',)",,()
2496,how many jds mla in karnataka,=,224.0,,,"('karnataka', 'jds mla')",,()
2884,how many kmf in karnataka,=,1500.0,,kmf,"('karnataka',)",,()
794,how many copies of cmr,=,4.0,,copy,"('cmr',)",,()
3607,how many ncr in india,=,24.0,,ncr,"('india',)",,()
5784,how many stocks in xle,=,500.0,,stock,"('xle',)",,()
5018,how many tgif restaurants are there in the us,=,566.0,,tgif restaurant,"('us',)",,"('there',)"
783,how many cma are there in india,=,101.0,,cma,"('india',)",,"('there',)"
3087,how many leroy merlin stores in south africa,=,4.0,,leroy,"('south africa', 'leroy merlin', 'south', 'merlin')",,"('stores',)"
622,how many branches for byblos bank in lebanon,=,88.0,,branch,"('lebanon', 'byblos bank')",,()
4512,how many rhode island's can fit in texas,=,221.0,,rhode island,"('texas', ""rhode island's"")",fit,()
2834,how many kids does donald trump have,=,5.0,,kid,"('donald',)",trump,()
2173,how many iga stores in australia,=,1600.0,,store,"('iga', 'australia')",,()
134,how many aib branches in uk,=,21.0,,aib branch,"('uk',)",,()
2843,how many kim kardashian,=,4.0,,,"('kim kardashian', 'kim')",,()
1999,how many hogs in iowa,=,48000000.0,,hog,"('iowa',)",,()
3915,how many oceans does earth have,=,1.0,,ocean,(),,"('earth',)"
4112,how many pb&j sandwiches should i eat to gain weight,=,2.0,,weight,"('pb&j',)",eat,"('to', 'gain', 'should')"
3522,how many chelonia mydas are left,=,85000.0,,myda,"('chelonia',)",left,()
2251,how many il governors have gone to prison,=,4.0,,governor,"('il',)",gone,"('prison',)"
879,how many cruise ships does carnival have,=,27.0,,cruise ship,(),,"('carnival',)"
5670,how many writing systems are there in japanese,=,3.0,,writing system,"('japanese',)",,"('there',)"
5336,how many usmc generals are there,=,3.0,,usmc general,(),,"('there',)"
5991,zhi how many strokes,=,5.0,,stroke,"('zhi',)",,()
608,how many bvsc seats in karnataka,=,449.0,,bvsc seat,"('karnataka',)",,()
1693,how many geckos should i get,=,9.0,,gecko,(),should,()
2170,how many rakats after iftar,=,20.0,,rakat,"('iftar',)",,()
413,how many bbc tv channels are there,=,10.0,,bbc tv channel,(),,"('there',)"
3846,how many nwo members were there,=,62.0,,member,"('nwo',)",,"('there',)"
5765,how many cameras in xinjiang,=,160000.0,,camera,"('xinjiang',)",,()
741,how many cfu probiotics needed,=,10000000000.0,,cfu probiotic,(),needed,()
6028,how many time zones in canada,=,6.0,,time zone,"('canada',)",,()
3212,how many luos are in kenya,=,12.0,,luo,"('kenya',)",,()
4664,how many satellites orbit the earth,=,2666.0,,satellite,"('earth',)",orbit,()
6060,how many terminals zurich airport,=,3.0,,terminal,"('zurich',)",,"('airport',)"
3819,how many nuffield gyms are there,=,110.0,,nuffield gym,(),,"('there',)"
5512,how many employees at vsp,=,38000.0,,employee,"('vsp',)",,()
2643,how many jpc in india,=,15.0,,,"('jpc', 'india')",,()
5374,how many type of utp cable,=,5.0,,type,"('utp',)",,"('cable',)"
229,how many aoc in beaujolais,=,12.0,,aoc,"('beaujolais',)",,()
3704,how many branches of nmb bank in nepal,=,163.0,,branch,"('nmb bank', 'nepal')",,()
206,how many angles does a triangle have,=,3.0,,angle,(),,"('triangle',)"
231,how many aocs are there in france,=,360.0,,aoc,"('france',)",,"('there',)"
1472,how many rakats fajr namaz,=,4.0,,rakat,(),fajr,"('namaz',)"
2054,how many hutterite colonies are in montana,=,35.0,,hutterite colony,"('montana',)",,()
2872,how many klm delft houses are there,=,96.0,,klm,"('delft',)",,"('there', 'houses')"
2780,how many kebeles in addis ababa,=,330.0,,kebele,"('addis', 'addis ababa')",,()
3947,how many employees does ogilvy have,=,24850.0,,employee,"('ogilvy',)",,()
1390,how many esic hospital in india,=,145.0,,esic hospital,"('india',)",,()
3547,how many names are on the vietnam memorial wall,=,57939.0,,name,"('vietnam',)",,"('wall', 'memorial')"
5970,how many acura zdx were sold,=,7191.0,,acura zdx,(),sold,()
3043,how many latin kings are there,=,2200.0,,latin king,(),,"('there',)"
5593,how many were killed at pearl harbor,=,2403.0,,,"('pearl', 'pearl harbor')",killed,()
4531,how many rooms are in the white house,=,132.0,,room,"('the white house', 'white')",,()
1653,how many ferrari fxxk evo were made,=,40.0,,,"('fxxk evo', 'ferrari fxxk evo')",made,()
5295,how many unsolved murders are there in the united states,=,250000.0,,unsolved murder,"('the united states', 'united')",,"('there',)"
2149,how many ifs officers in india,=,850.0,,officer,"('india', 'ifs')",,()
1549,how many finals did lebron go to,=,8.0,,final,"('lebron',)",go,()
3777,how many nsc one can buy,=,100.0,,,"('nsc',)",buy,()
5186,how many u boats did germany have,=,1162.0,,boat,"('u', 'germany')",,()
91,how many afghan civilians have died,=,29900.0,,afghan civilian,(),died,()
2036,how many house members are there,=,535.0,,house member,(),,"('there',)"
2307,how many iob branches in tamilnadu,=,1110.0,,iob branch,"('tamilnadu',)",,()
307,how many asn in the world,=,5000.0,,asn,(),,"('world',)"
4745,how many shgs are there in india,=,2200000.0,,shg,"('india',)",,"('there',)"
1714,how many gftis are there in india,=,20.0,,gfti,"('india',)",,"('there',)"
1817,how many gurdwaras were attacked in 1984,=,65.0,,gurdwara,(),attacked,"('1984',)"
5774,how many xj220 were made,=,275.0,,xj220,(),made,()
3424,how many types of mrp are there in sap,=,4.0,,type,"('mrp', 'sap')",,"('there',)"
5111,how many tuition centres in singapore,=,800.0,,tuition centre,"('singapore',)",,()
2416,how many ayat in quran,=,6666.0,,ayat,"('quran',)",,()
1579,how many flu deaths in missouri in 2019,=,92.0,,flu death,"('missouri',)",,"('2019',)"
2495,how many jds in america,=,169.0,,,"('america', 'jds')",,()
382,how many azeris in iran,=,20000000.0,,azeri,"('iran',)",,()
2425,how many jaat in haryana,=,82500000.0,,jaat,"('haryana',)",,()
3894,how many countries formed oau in 1963,=,32.0,,country,"('oau',)",formed,"('1963',)"
4084,how many oxbow lakes are there in the mississippi river,=,1500.0,,oxbow lake,"('the mississippi river', 'mississippi')",,"('there',)"
395,how many baolis are there in delhi,=,14.0,,baoli,"('delhi',)",,"('there',)"
2890,how many knives does jett have,=,5.0,,knife,"('jett',)",,()
5314,how many upazila in rangpur district,=,8.0,,,"('rangpur', 'upazila')",,"('district',)"
1734,how many gowdas in karnataka,=,54.0,,gowda,"('karnataka',)",,()
5253,how many uk died in ww2,=,2000.0,,,"('ww2', 'uk')",died,()
4129,how many pdh for pe in pa,=,24.0,,pdh,"('pa', 'pe')",,()
4824,how many snowbirds in florida,=,900000.0,,snowbird,"('florida',)",,()
3753,how many questions in nptel exam,=,25.0,,question,"('nptel',)",,"('exam',)"
2314,how many iron blocks for max beacon,=,164.0,,iron block,"('max',)",,"('beacon',)"
5310,how many upangas are there in natyashastra,=,12.0,,upanga,"('natyashastra',)",,"('there',)"
2670,how many san juan islands,=,172.0,,island,"('san juan',)",,()
2131,how many idps in colombia,=,7700000.0,,,"('colombia',)",,"('idps',)"
1715,how many gftis colleges in india,=,23.0,,gftis college,"('india',)",,()
3657,how many members does nhra have,=,70000.0,,member,"('nhra',)",,()
5965,how many zcash will be mined,=,21000000.0,,zcash,(),mined,()
5838,how many yale universities are there,=,14.0,,yale university,(),,"('there',)"
1823,how many govt medical colleges in kerala,=,20.0,,govt medical college,"('kerala',)",,()
80,how many african-americans are there in the united states,=,41400000.0,,,"('african-americans', 'americans', 'african', 'united', 'the united states')",,"('there',)"
5200,how many ucl does barca have,=,20.0,,ucl,(),,"('barca',)"
4739,how many sgr trains does kenya have,=,4.0,,sgr train,"('kenya',)",,()
626,how many cadillac elr were made,=,3000.0,,cadillac,"('elr',)",made,()
147,how many airlines in the us,=,58.0,,airline,"('us',)",,()
4568,how many rohingya fled myanmar in 2017,=,650000.0,,rohingya,"('myanmar',)",fled,"('2017',)"
5796,how many times has xom split,=,5.0,,time,"('xom',)",xom,"('split',)"
5891,how many yokai in yokai watch 4,=,11.0,,yokai,"('yokai',)",watch,"('4',)"
3610,how many nd players drafted in 2020,=,6.0,,player,"('nd',)",drafted,"('2020',)"
3742,how many npos are there in south africa,=,145152.0,,npo,"('south africa', 'south')",,"('there',)"
2132,how many idps in syria,=,7000000.0,,,"('syria',)",,"('idps',)"
4729,how many relationships included in sfdc & what are they,=,25.0,,relationship,"('sfdc &', 'sfdc')",included,()
1406,how many etb schools in ireland,=,21.0,,school,"('ireland',)",etb,()
3806,how many ntuc are there in singapore,=,230.0,,ntuc,"('singapore',)",,"('there',)"
1753,how many buick gnx were built,=,20740.0,,,"('buick gnx',)",built,()
1657,how many gaa clubs in dublin,=,91.0,,gaa club,"('dublin',)",,()
4559,how many rnli stations in scotland,=,238.0,,rnli station,"('scotland',)",,()
4894,how many ssa credits per year,=,4.0,,ssa credit,(),,"('year',)"
