qid,query,prediction,cardinals,tf_answer,relaxed_precision,equivalent_ids,subgroups_ids,unrelated_ids
698,how many runways at cdg airport,2,"[(2.0, 0.84), (3.0, 0.89), (2.0, 0.97), (2.0, 0.96), (4.0, 0.96), (2.0, 0.86), (3.0, 0.53), (3.0, 0.53), (2.0, 0.55), (3.0, 0.53), (2.0, 0.95)]","[('0', 0.84, '2 close parallel runway', 2.0), ('1', 0.89, 'three départements', 3.0), ('2', 0.97, 'two pairs', 2.0), ('7', 0.96, 'two runways', 2.0), ('11', 0.96, '4 runways', 4.0), ('12', 0.86, '2', 2.0), ('15', 0.53, 'three runways —', 3.0), ('17', 0.53, 'three runways', 3.0), ('18', 0.55, 'two strips', 2.0), ('24', 0.36, '3 airports', 3.0), ('25', 0.53, 'three terminals', 3.0), ('32', 0.95, 'two floors', 2.0)]",0,,,
4635,how many ruth chris restaurants are in the united states,100,"[(100.0, 0.97), (70.0, 0.95), (159.0, 0.52), (100.0, 0.87), (6640.0, 0.65)]","[('1', 0.97, '100 steakhouses', 100.0), ('3', 0.95, '70 locations', 70.0), ('10', 0.52, '159 restaurants —', 159.0), ('25', 0.87, '100 steakhouses', 100.0), ('37', 0.65, '6,640', 6640.0)]",0,,,
4787,how many skoda dealers in the uk,300,"[(13126.0, 0.67), (300.0, 0.88)]","[('3', 0.67, '13,126', 13126.0), ('30', 0.88, 'around 300 dealers', 300.0)]",0,,,
5922,how many sons did yuyutsu have,7,"[(100.0, 0.6), (5.0, 0.71), (9.0, 0.9), (7.0, 0.96)]","[('4', 0.6, 'one hundred sons', 100.0), ('11', 0.71, '5 Fast Facts', 5.0), ('15', 0.9, '9', 9.0), ('19', 0.96, 'seven children', 7.0)]",0,,,
4859,how many southern states seceded,7,"[(7.0, 0.94), (7.0, 0.98), (7.0, 0.83), (7.0, 0.98), (11.0, 0.96)]","[('9', 0.94, 'seven southern states', 7.0), ('12', 0.98, '7 Southern states', 7.0), ('16', 0.83, 'seven seceding states', 7.0), ('32', 0.98, '7 southern states', 7.0), ('45', 0.96, '11 states', 11.0)]",0,,,
5952,how many strokes does zao have,4,"[(4.0, 0.97)]","[('25', 0.97, 'four-stroke cycle', 4.0)]",0,,,
4921,how many supreme court judges are there,9,"[(8.0, 0.74), (8.0, 0.56), (9.0, 0.61), (9.0, 0.71), (19.0, 0.72), (6.0, 0.92), (9.0, 0.81), (9.0, 0.68), (6.0, 0.97), (6.0, 0.88), (12.0, 0.93), (9.0, 0.84), (6.0, 0.92)]","[('0', 0.74, 'eight Associate Justices', 8.0), ('4', 0.56, 'eight associate justices', 8.0), ('6', 0.61, 'nine', 9.0), ('7', 0.71, 'nine justices', 9.0), ('10', 0.72, '19-person court', 19.0), ('13', 0.92, 'six justices', 6.0), ('17', 0.81, 'nine to 13 justices', 9.0), ('19', 0.68, 'nine', 9.0), ('22', 0.97, 'six justices', 6.0), ('24', 0.41, 'nine to 13 justices', 9.0), ('32', 0.34, 'six justices', 6.0), ('33', 0.88, 'six', 6.0), ('38', 0.93, '12 Supreme Court justices', 12.0), ('41', 0.84, '9', 9.0), ('43', 0.92, 'six justices', 6.0)]",0,,,
1190,how many swift dzire sold in india,2017,"[(2017.0, 0.83), (2017.0, 0.73), (2020.0, 0.66)]","[('20', 0.83, '2017 maruti Dzire prices', 2017.0), ('26', 0.73, '2017 Maruti Suzuki Swift Dzire Tour', 2017.0), ('34', 0.66, '2020 Auto Expo last month', 2020.0)]",0,,,
3591,how many telstra stores in australia,300,"[(300.0, 0.97)]","[('19', 0.97, '300 branded stores', 300.0)]",0,,,
4938,how many terminals at sxf,2,"[(2.0, 0.99), (2.0, 0.8), (2.0, 0.8), (2.0, 0.88), (3.0, 0.74), (4.0, 0.97), (2.0, 0.93), (2.0, 0.65), (3.0, 0.99), (2.0, 0.64), (3.0, 0.66), (2.0, 0.99), (2.0, 0.89), (4.0, 0.77), (3.0, 0.97), (2.0, 0.78)]","[('0', 0.99, 'two airports', 2.0), ('1', 0.8, '2', 2.0), ('2', 0.8, '2', 2.0), ('3', 0.88, 'two airports', 2.0), ('5', 0.74, 'three stages', 3.0), ('6', 0.97, '4 terminals', 4.0), ('7', 0.93, 'two hours', 2.0), ('9', 0.65, '2', 2.0), ('13', 0.99, '3', 3.0), ('14', 0.64, 'about 2 hours', 2.0), ('15', 0.66, 'three airports', 3.0), ('16', 0.99, 'Two airlines', 2.0), ('17', 0.89, 'two train stations', 2.0), ('20', 0.77, 'four', 4.0), ('22', 0.97, '3 joined terminals', 3.0), ('24', 0.78, '2', 2.0)]",0,,,
5072,how many tokyo ghoul re volumes are there,14,"[(9.0, 0.63), (14.0, 0.95), (16.0, 0.94), (14.0, 0.96), (14.0, 0.94), (13.0, 0.64), (14.0, 0.99), (15.0, 0.92)]","[('0', 0.63, '9 volumes', 9.0), ('1', 0.95, '14 tankōbon volumes', 14.0), ('2', 0.42, '14', 14.0), ('3', 0.94, '16 tankōbon volumes', 16.0), ('7', 0.96, 'fourteen tankōbon volumes', 14.0), ('11', 0.94, '14 tankōbon volumes', 14.0), ('16', 0.64, '13 volumes', 13.0), ('18', 0.99, '14 Volumes', 14.0), ('32', 0.92, '15', 15.0)]",0,,,
5080,how many tourists visited italy in 2019,94000000,"[(96000000.0, 0.98), (94000000.0, 0.97), (2000000.0, 0.57)]","[('0', 0.98, '96 million tourist arrivals', 96000000.0), ('3', 0.97, '94 million tourists per year', 94000000.0), ('12', 0.57, 'almost two million Chinese tourists', 2000000.0)]",0,,,
5112,how many tuk tuks in india,83,"[(83.0, 0.56)]","[('7', 0.56, '83', 83.0)]",0,,,
3196,how many types of italian pastas are there,18,"[(350.0, 0.69), (18.0, 0.75), (350.0, 0.53), (5.0, 0.97), (10.0, 0.9)]","[('2', 0.69, 'approximately 350 different types', 350.0), ('24', 0.75, '18 of our favorite types', 18.0), ('28', 0.53, 'roughly 350 different types', 350.0), ('31', 0.97, '5 main types', 5.0), ('39', 0.9, '10', 10.0)]",0,,,
5389,how many us soldiers died in iraq,6845,"[(4550.0, 0.98), (7000.0, 0.95), (4487.0, 0.99), (6845.0, 0.98), (252773.0, 0.92), (500000.0, 0.66)]","[('2', 0.98, '4,550', 4550.0), ('5', 0.95, '7,000', 7000.0), ('15', 0.99, '4,487', 4487.0), ('26', 0.98, '6,845', 6845.0), ('34', 0.92, '252,773', 252773.0), ('41', 0.66, 'Nearly 500,000', 500000.0)]",0,,,
5357,how many utcs are there in the uk,48,"[(48.0, 0.95), (50.0, 0.99), (48.0, 0.92), (55.0, 0.79), (39.0, 0.98), (48.0, 0.96), (50.0, 0.99)]","[('0', 0.95, '48 UTCs', 48.0), ('6', 0.99, '50 UTCs', 50.0), ('11', 0.92, '48 UTCs', 48.0), ('14', 0.79, '55 mainstream', 55.0), ('18', 0.98, '39', 39.0), ('21', 0.96, '48 UTCs', 48.0), ('26', 0.99, '50 UTCs', 50.0)]",0,,,
3794,how many villages in nsukka,21,"[(119.0, 0.98), (20.0, 0.62), (21.0, 0.62)]","[('2', 0.98, '119 villages', 119.0), ('25', 0.62, 'twenty (21', 20.0), ('25', 0.62, 'twenty (21', 21.0)]",0,,,
5619,how many widows in the united states,11000000,"[(13600000.0, 0.54), (11000000.0, 0.9), (2300000.0, 0.63)]","[('0', 0.54, '13.6 million widows', 13600000.0), ('4', 0.9, '11 million widows', 11000000.0), ('11', 0.63, '2.3 million widowers', 2300000.0)]",0,,,
5697,how many wwe network subscribers are there,1510000,"[(1227000.0, 0.87), (1590000.0, 0.98), (1810000.0, 0.98), (2100000.0, 0.97), (1000000.0, 0.64), (1510000.0, 0.99), (1820000.0, 0.99), (1000000.0, 0.94), (1600000.0, 0.98), (1400000.0, 0.98), (1500000.0, 0.98), (1800000.0, 0.99), (1000000.0, 0.58), (1469000.0, 0.92)]","[('1', 0.87, '1.227 million Network users', 1227000.0), ('2', 0.98, '1.59 million paid subscribers', 1590000.0), ('3', 0.37, '2.10 million', 2100000.0), ('4', 0.98, '1.81 million', 1810000.0), ('6', 0.47, '1.469 million total paid and trial subscribers 1.357 million paid subscribers', 1469000.0), ('6', 0.47, '1.469 million total paid and trial subscribers 1.357 million paid subscribers', 1357000.0), ('8', 0.97, 'about 2.1 million subscribers', 2100000.0), ('11', 0.64, 'about 1 million', 1000000.0), ('15', 0.99, '1.51 million paid network subscribers', 1510000.0), ('19', 0.99, '1.82 million subscribers', 1820000.0), ('24', 0.94, '1 million', 1000000.0), ('25', 0.98, '1.6 million monthly paid subscribers', 1600000.0), ('29', 0.98, 'about 1.4 million subscribers', 1400000.0), ('30', 0.98, '1.5 million subscribers', 1500000.0), ('32', 0.99, '1.8 million subscribers', 1800000.0), ('35', 0.58, 'one million subscribers', 1000000.0), ('38', 0.92, '1.469 million WWE Network subscribers', 1469000.0)]",0,,,
6046,how many zeta chapters are there,800,"[(174.0, 0.89), (800.0, 0.84), (800.0, 0.9)]","[('5', 0.89, '174 active collegiate chapters', 174.0), ('7', 0.84, '800+ Chapters', 800.0), ('8', 0.9, '800+ Chapters', 800.0)]",0,,,
6032,how many zoey 101 episodes are there,14,"[(61.0, 0.99), (65.0, 0.98), (13.0, 0.93), (13.0, 0.92), (14.0, 0.96), (13.0, 0.99), (14.0, 0.98), (13.0, 0.54), (24.0, 0.99)]","[('0', 0.99, '61 episodes', 61.0), ('1', 0.98, '65 episodes', 65.0), ('4', 0.93, '13 episodes', 13.0), ('10', 0.92, '13 episodes', 13.0), ('11', 0.96, '14 episodes', 14.0), ('16', 0.99, '13 episodes', 13.0), ('18', 0.98, '14 episodes', 14.0), ('28', 0.54, '13', 13.0), ('44', 0.99, '24 episodes', 24.0)]",0,,,
6030,how many zones are in eritrea,3,"[(6.0, 0.95), (7.0, 0.93), (6.0, 0.95), (3.0, 0.94), (13.0, 0.7), (3.0, 0.97), (3.0, 0.98), (3.0, 0.88)]","[('0', 0.95, 'Six', 6.0), ('1', 0.93, 'one of the six regions', 7.0), ('2', 0.95, 'six regions', 6.0), ('3', 0.94, '3', 3.0), ('6', 0.7, '13 administrative areas', 13.0), ('10', 0.47, '3', 3.0), ('12', 0.97, 'three regions', 3.0), ('14', 0.98, 'three major zones', 3.0), ('15', 0.42, '12', 12.0), ('24', 0.88, '3', 3.0)]",0,,,
446,how many become navy seals,,[],[],,,,
2679,how many belts are there in jiu jitsu,,[],[],,,,
490,how many bixby users,,[],[],,,,
818,how many employees does cn have,,[],[],,,,
4703,how many employees does scm have,,[],[],,,,
1631,how many ftas does south korea have,,[],[],,,,
1643,how many funerals for george floyd,,[],[],,,,
2123,how many idbi branches in tamilnadu,,[],[],,,,
2196,how many iglesia ni cristo members in the world,,[],[],,,,
3079,how many lee's chicken locations are there,,[],[],,,,
3199,how many ltc in texas,,[],[],,,,
3235,how many mafias are there in italy,,[],[],,,,
2141,how many members does iehp have,,[],[],,,,
4000,how many ombudsman in australia,,[],[],,,,
4621,how many rtc in the philippines,,[],[],,,,
1826,how many schools in gwinnett county,,[],[],,,,
3785,how many schools participate in nslp,,[],[],,,,
4738,how many sgr trains are there in kenya,,[],[],,,,
5024,how many thai restaurants in usa,,[],[],,,,
