qid,query,num_organic_results,num_count_spans,num_neg_snip,num_snip,answer_relation,answer_norm,answer_metric
3074,how many ldp session will be established,10,1,9,10,=,1.0,
5342,how many uss hornets were there,10,2,8,10,=,8.0,
3159,how many loehmann's stores are there,10,1,9,10,=,100.0,
2129,how many id needed for palawan express,10,4,7,10,=,2.0,
5459,how many vibrational modes are possible for nh3,9,1,8,9,=,69.0,
3116,how many lgu in philippines,10,1,9,10,=,1540.0,
2676,how many judges are there in the supreme court,10,2,8,10,=,8.0,
5363,how many utility companies are there in the us,10,1,9,10,=,3300.0,
1196,how many eal learners in scotland,10,1,9,10,=,39000.0,
5948,how many subs does zailetsplay have,9,3,6,9,=,2500000.0,
5639,how many wnba dunks have there been,8,1,7,8,=,20.0,
5775,how many xjs on the road,9,1,8,9,=,3758.0,
3642,how many ngos are there in india,10,1,9,10,=,42000.0,
4497,how many rfc exist,10,1,9,10,=,8650.0,
4184,how many pioneers died on the oregon trail,10,1,9,10,=,300000.0,
4028,how many opcos does sysco have in the us,10,1,9,10,=,12800.0,
760,how many civilians died in ww2,10,1,9,10,=,40000000.0,
1559,how many fiji islands are inhabited,10,3,7,10,=,100.0,
1955,how many hispanics in america,10,3,7,10,=,60000000.0,
2561,how many jio users are there in india,10,2,8,10,=,387500000.0,
2154,how many ifs in excel,9,1,8,9,=,64.0,
2263,how many gmo crops are in the us,10,1,9,10,=,10.0,
1755,how many goals does alex morgan have,10,6,4,10,=,107.0,
96,how many afghan refugees in iran,10,1,9,10,=,3000000.0,
4722,how many sez are there in china,10,2,8,10,=,5.0,
4415,how many qunari swords are there,8,3,5,8,=,10.0,
2693,how many juveniles are incarcerated in florida,10,1,9,10,=,131.0,
4025,how many operas did mozart write,10,4,6,10,=,22.0,
1478,how many fast food restaurants are in the us,10,1,9,10,=,198337.0,
2499,how many jedi academy books are there,10,4,8,10,=,2.0,
1807,how many kt detain in gtu,10,6,6,10,=,4.0,
2949,how many ksrtc bus in kerala,10,1,9,10,=,6241.0,
4023,how many oops concepts in python,9,1,8,9,=,4.0,
71,how many aesop's fables,10,2,8,10,=,725.0,
2401,how many sector in itbp,10,2,8,10,=,15.0,
2972,how many kumquats in a pound,10,1,9,10,=,24.0,
2762,how many customers does kcb have,10,1,9,10,=,7000000.0,
2797,how many kevin levels are in overcooked 2,7,6,3,7,=,8.0,
3316,how many mfis are in india,10,2,8,10,=,223.0,
3789,how many levels are in nsqf,8,2,6,8,=,10.0,
5839,how many yankees died during the civil war,10,5,5,10,=,618222.0,
5631,how many wkd flavours are there,10,1,9,10,=,7.0,
2567,how many jipmer in india,10,2,8,10,=,2.0,
2210,how many iims are there in india,10,5,5,10,=,20.0,
3602,how many nick and nora movies are there,9,2,7,9,=,6.0,
4598,how many rrb in india,10,3,8,10,=,56.0,
3140,how many llcs in the us,10,1,9,10,=,21600000.0,
2163,how many iffco plant in india,10,2,8,10,=,5.0,
2906,how many state kogi share boundary with,10,2,9,10,=,10.0,
511,how many bmw dealerships in usa,10,3,7,10,=,152.0,
2430,how many jack reacher movies are there,10,4,6,10,=,2.0,
1548,how many therapists in the us,10,1,9,10,=,106500.0,
4805,how many small businesses in america,10,3,7,10,=,30700000.0,
2369,how many oscars did john williams win,10,3,7,10,=,5.0,
3948,how many offices does ogilvy have,10,2,8,10,=,132.0,
286,how many asians in the world,10,2,8,10,=,4500000000.0,
3056,how many lcs teams are there,10,3,8,10,=,10.0,
5823,how many seats in xuv300,10,6,7,10,=,5.0,
2845,how many kimmy schmidt endings,10,2,9,10,=,12.0,
4553,how many questions on rnc nic,9,2,7,9,=,175.0,
3990,how many olympics have there been,10,2,8,10,=,28.0,
3923,how many rivers in ocho rios jamaica,10,5,5,10,=,8.0,
1747,how many watts are gmrs radios,10,2,8,10,=,50.0,
3416,how many municipalities in mpumalanga,10,5,7,10,=,17.0,
5384,how many students at uwi st augustine,10,1,9,10,=,5981.0,
5354,how many utah counties,10,4,6,10,=,29.0,
908,how many county in florida,10,6,4,10,=,67.0,
110,how many agatha baker missions,9,1,8,9,=,12.0,
5068,how many toilets are in the us,10,1,9,10,=,225000000.0,
2862,how many times kkr won ipl 2019,10,1,9,10,=,2.0,
5055,how many tncs does china have,10,1,9,10,=,10.0,
3649,how many ngapuhi are in new zealand,10,1,9,10,=,125000.0,
2910,how many kool aid flavors,10,2,9,10,=,48.0,
4246,how many ppv buys for ufc 229,10,4,6,10,=,2400000.0,
785,how many cmas in the us,10,1,9,10,=,40000.0,
2082,how many crohn's uk,10,1,9,10,=,650.0,
1687,how many gdk in uk,10,2,8,10,=,1500.0,
4214,how many pwm pins on raspberry pi 3,9,3,7,9,=,2.0,
2547,how many yi jiao in a yuan,10,14,1,10,=,1.0,
278,how many earps were there,10,1,9,10,=,8.0,
856,how many cpl holders are unemployed in india,9,1,8,9,=,6000.0,
285,how many asians in america,10,2,8,10,=,21000000.0,
3052,how many lbf/in2 in psi,10,13,5,10,=,1.0,
1192,how many races in guyana,10,4,6,10,=,6.0,
1532,how many ffxv chapters,10,5,7,10,=,15.0,
2461,how many jatt in india,10,1,9,10,=,82500000.0,
4055,how many arabian oryx are left in the uae,10,1,9,10,=,10000.0,
5833,how many yahoo mail users are there,10,1,9,10,=,227800000.0,
2684,how many jupiter can fit in the sun,8,2,6,8,=,1000.0,
838,how many counties in washington state,10,5,5,10,=,39.0,
5975,how many zeraora have been defeated live count,7,2,5,7,=,272335.0,
4819,how many smokers in the us,10,4,6,10,=,34200000.0,
2442,how many jaj in supreme court,10,1,9,10,=,8.0,
414,how many bbl treatments are needed,10,1,9,10,=,4.0,
2026,how many hsbc branches in the world,10,1,9,10,=,3900.0,
952,how many dahlia tubers to plant,9,1,8,9,=,4.0,
5541,how many wage earners are there in the united states,10,1,9,10,=,118300000.0,
4031,how many ophthalmologists in the us,10,1,9,10,=,23861.0,
3408,how many games in mpl,9,1,8,9,=,6.0,
5400,how many hearts for vah ruta,8,2,7,8,=,3.0,
2070,how many hyundai creta sold in india,10,1,9,10,=,370000.0,
957,how many dallas cowboy cheerleaders are there,9,2,8,9,=,36.0,
1508,how many fdi companies in ireland,10,2,8,10,=,1200.0,
2139,how many ieee standards are there,10,1,9,10,=,600.0,
638,how many captain americas are there,10,1,9,10,=,2.0,
4690,how many sbdcs are in the us,10,1,9,10,=,62.0,
5759,how many xiaflex injections,10,2,8,10,=,3.0,
85,how many afb in new mexico,10,1,9,10,=,3.0,
1981,how many nmr signals,8,3,6,8,=,2.0,
3093,how many lexus lfa made,10,1,9,10,=,20.0,
5287,how many unhybridized orbitals in sp2,8,9,4,8,=,2.0,
1056,how many dmc floss colors are there,10,4,6,10,=,500.0,
1831,how many g6 gxp were made,10,1,9,10,=,2300.0,
4834,how many ann taylor loft stores are there,10,1,9,10,=,128.0,
3807,how many ntuc finest in singapore,10,1,9,10,=,230.0,
4707,how many screens hbo now,10,3,8,10,=,3.0,
1418,how many etsy shops are there,10,1,9,10,=,2100000.0,
3475,how many mucinex dm can i take,10,1,9,10,=,3.0,
2490,how many jc penney stores are there,9,1,8,9,=,1100.0,
3029,how many lairds in scotland,10,1,9,10,=,432.0,
3774,how many employees does nrz have,10,1,9,10,=,2357.0,
3080,how many acres is camp lejeune north carolina,10,6,4,10,=,156000.0,
956,how many dalits are there in india,10,1,9,10,=,200000000.0,
2859,how many subscribers does kkandbabyj have,8,1,7,8,=,1200000.0,
2909,how many kolibris were made,9,3,6,9,=,1000.0,
2064,how many hygienists can a dentist supervise in ohio,10,1,9,10,=,5.0,
5103,how many fabs does tsmc have,10,5,7,10,=,15.0,
2916,how many kotak branches in india,10,2,8,10,=,1391.0,
1420,how many letters are in the german alphabet,9,6,4,9,=,26.0,
724,how many cfb bowls,10,2,9,10,=,6.0,
3353,how many does lincoln mkc seat,10,3,7,10,=,5.0,
5269,how many ukrainian speakers,10,1,9,10,=,35000000.0,
2641,how many joe's crab shacks are there,10,1,9,10,=,72.0,
4051,how many orthodontists in the us,10,1,9,10,=,10658.0,
3222,how many state in libya,10,1,9,10,=,22.0,
611,how many bwr reactors in us,10,2,8,10,=,32.0,
4570,how many roku devices are there,10,1,9,10,=,9.0,
2721,how many kakapo are left,10,3,7,10,=,142.0,
3934,how many odm mps 2017,10,2,8,10,=,99.0,
3942,how many of muslim in india,10,2,8,10,=,172000000.0,
5467,how many vijay sales stores in india,10,1,9,10,=,3500.0,
4354,how many qbs were drafted before tom brady,10,7,3,10,=,6.0,
3911,how many villages in obulavaripalle,10,2,8,10,=,115.0,
4564,how many rounds are in the nfl draft,10,3,8,10,=,30.0,
941,how many members for cwl,9,4,5,9,=,15.0,
2496,how many jds mla in karnataka,10,3,8,10,=,224.0,
2884,how many kmf in karnataka,10,1,9,10,=,1500.0,
794,how many copies of cmr,10,4,6,10,=,4.0,
3607,how many ncr in india,10,3,7,10,=,24.0,
5784,how many stocks in xle,10,2,8,10,=,500.0,
5018,how many tgif restaurants are there in the us,10,1,9,10,=,566.0,
783,how many cma are there in india,10,1,9,10,=,101.0,
3087,how many leroy merlin stores in south africa,10,3,7,10,=,4.0,
622,how many branches for byblos bank in lebanon,10,2,8,10,=,88.0,
4512,how many rhode island's can fit in texas,10,3,7,10,=,221.0,
2834,how many kids does donald trump have,10,3,7,10,=,5.0,
2173,how many iga stores in australia,10,1,9,10,=,1600.0,
134,how many aib branches in uk,10,1,9,10,=,21.0,
2843,how many kim kardashian,9,1,8,9,=,4.0,
1999,how many hogs in iowa,10,1,9,10,=,48000000.0,
3915,how many oceans does earth have,9,3,6,9,=,1.0,
4112,how many pb&j sandwiches should i eat to gain weight,10,3,7,10,=,2.0,
3522,how many chelonia mydas are left,10,1,9,10,=,85000.0,
2251,how many il governors have gone to prison,10,4,6,10,=,4.0,
879,how many cruise ships does carnival have,10,4,6,10,=,27.0,
5670,how many writing systems are there in japanese,9,4,5,9,=,3.0,
5336,how many usmc generals are there,10,2,8,10,=,3.0,
5991,zhi how many strokes,8,1,7,8,=,5.0,
608,how many bvsc seats in karnataka,10,1,9,10,=,449.0,
1693,how many geckos should i get,9,1,8,9,=,9.0,
2170,how many rakats after iftar,10,1,9,10,=,20.0,
413,how many bbc tv channels are there,10,1,9,10,=,10.0,
3846,how many nwo members were there,10,1,9,10,=,62.0,
5765,how many cameras in xinjiang,10,1,9,10,=,160000.0,
741,how many cfu probiotics needed,10,1,9,10,=,10000000000.0,
6028,how many time zones in canada,10,10,2,10,=,6.0,
3212,how many luos are in kenya,9,1,8,9,=,12.0,
4664,how many satellites orbit the earth,10,1,9,10,=,2666.0,
6060,how many terminals zurich airport,10,5,5,10,=,3.0,
3819,how many nuffield gyms are there,10,2,8,10,=,110.0,
5512,how many employees at vsp,10,1,9,10,=,38000.0,
2643,how many jpc in india,10,1,9,10,=,15.0,
5374,how many type of utp cable,10,1,9,10,=,5.0,
229,how many aoc in beaujolais,10,1,9,10,=,12.0,
3704,how many branches of nmb bank in nepal,10,2,8,10,=,163.0,
206,how many angles does a triangle have,9,10,3,9,=,3.0,
231,how many aocs are there in france,10,1,9,10,=,360.0,
1472,how many rakats fajr namaz,8,12,2,8,=,4.0,
2054,how many hutterite colonies are in montana,10,1,9,10,=,35.0,
2872,how many klm delft houses are there,10,2,8,10,=,96.0,
2780,how many kebeles in addis ababa,10,1,9,10,=,330.0,
3947,how many employees does ogilvy have,10,3,7,10,=,24850.0,
1390,how many esic hospital in india,10,3,7,10,=,145.0,
3547,how many names are on the vietnam memorial wall,10,5,5,10,=,57939.0,
5970,how many acura zdx were sold,10,3,7,10,=,7191.0,
3043,how many latin kings are there,10,1,9,10,=,2200.0,
5593,how many were killed at pearl harbor,10,6,4,10,=,2403.0,
4531,how many rooms are in the white house,10,5,7,10,=,132.0,
1653,how many ferrari fxxk evo were made,10,3,7,10,=,40.0,
5295,how many unsolved murders are there in the united states,10,1,9,10,=,250000.0,
2149,how many ifs officers in india,9,1,8,9,=,850.0,
1549,how many finals did lebron go to,10,3,7,10,=,8.0,
3777,how many nsc one can buy,10,1,9,10,=,100.0,
5186,how many u boats did germany have,10,1,9,10,=,1162.0,
91,how many afghan civilians have died,10,1,9,10,=,29900.0,
2036,how many house members are there,10,1,9,10,=,535.0,
2307,how many iob branches in tamilnadu,10,2,8,10,=,1110.0,
307,how many asn in the world,10,1,9,10,=,5000.0,
4745,how many shgs are there in india,10,1,9,10,=,2200000.0,
1714,how many gftis are there in india,9,3,6,9,=,20.0,
1817,how many gurdwaras were attacked in 1984,10,1,9,10,=,65.0,
5774,how many xj220 were made,10,7,5,10,=,275.0,
3424,how many types of mrp are there in sap,10,1,9,10,=,4.0,
5111,how many tuition centres in singapore,10,1,9,10,=,800.0,
2416,how many ayat in quran,9,7,3,9,=,6666.0,
1579,how many flu deaths in missouri in 2019,10,2,8,10,=,92.0,
2495,how many jds in america,10,2,9,10,=,169.0,
382,how many azeris in iran,10,1,9,10,=,20000000.0,
2425,how many jaat in haryana,10,1,9,10,=,82500000.0,
3894,how many countries formed oau in 1963,10,5,5,10,=,32.0,
4084,how many oxbow lakes are there in the mississippi river,10,1,9,10,=,1500.0,
395,how many baolis are there in delhi,10,2,8,10,=,14.0,
2890,how many knives does jett have,9,1,8,9,=,5.0,
5314,how many upazila in rangpur district,10,4,7,10,=,8.0,
1734,how many gowdas in karnataka,10,1,9,10,=,54.0,
5253,how many uk died in ww2,10,3,8,10,=,2000.0,
4129,how many pdh for pe in pa,10,2,8,10,=,24.0,
4824,how many snowbirds in florida,10,1,9,10,=,900000.0,
3753,how many questions in nptel exam,9,1,8,9,=,25.0,
2314,how many iron blocks for max beacon,7,1,6,7,=,164.0,
5310,how many upangas are there in natyashastra,9,2,7,9,=,12.0,
2670,how many san juan islands,10,3,7,10,=,172.0,
2131,how many idps in colombia,10,2,8,10,=,7700000.0,
1715,how many gftis colleges in india,10,2,8,10,=,23.0,
3657,how many members does nhra have,10,1,9,10,=,70000.0,
5965,how many zcash will be mined,10,3,7,10,=,21000000.0,
5838,how many yale universities are there,10,1,9,10,=,14.0,
1823,how many govt medical colleges in kerala,10,1,9,10,=,20.0,
80,how many african-americans are there in the united states,10,2,8,10,=,41400000.0,
5200,how many ucl does barca have,10,1,9,10,=,20.0,
4739,how many sgr trains does kenya have,10,3,8,10,=,4.0,
626,how many cadillac elr were made,10,1,9,10,=,3000.0,
147,how many airlines in the us,10,1,9,10,=,58.0,
4568,how many rohingya fled myanmar in 2017,10,3,7,10,=,650000.0,
5796,how many times has xom split,10,1,9,10,=,5.0,
5891,how many yokai in yokai watch 4,7,1,6,7,=,11.0,
3610,how many nd players drafted in 2020,10,3,7,10,=,6.0,
3742,how many npos are there in south africa,10,1,9,10,=,145152.0,
2132,how many idps in syria,10,1,9,10,=,7000000.0,
4729,how many relationships included in sfdc & what are they,9,1,8,9,=,25.0,
1406,how many etb schools in ireland,10,1,9,10,=,21.0,
3806,how many ntuc are there in singapore,10,1,9,10,=,230.0,
1753,how many buick gnx were built,10,2,8,10,=,20740.0,
1657,how many gaa clubs in dublin,10,2,8,10,=,91.0,
4559,how many rnli stations in scotland,10,2,8,10,=,238.0,
4894,how many ssa credits per year,10,1,9,10,=,4.0,
3134,how many low income families in america,10,1,9,10,=,47500000.0,
1290,how many ecg electrodes,10,1,9,10,=,10.0,
2838,how many kids does shaq have,10,2,8,10,=,5.0,
6061,how many goo jit zu are there,6,4,2,6,=,13.0,
1989,how many hoarders are there in the united states,10,2,8,10,=,6000000.0,
3486,how many muji stores are there in the united states,10,2,8,10,=,19.0,
461,how many beds does mgh have,11,6,5,11,=,999.0,
1476,how many farmers in the us,10,5,6,10,=,2000000.0,
5240,how many uhnwi in canada,10,1,9,10,=,10395.0,
2301,how many instagram accounts can i have,10,2,8,10,=,5.0,
2431,how many jack ryan movies are there,9,1,8,9,=,5.0,
5714,how many xaverian schools are there,10,2,8,10,=,13.0,
5476,vmb3000 how many cameras,10,1,9,10,=,5.0,
3634,how many nfl players are there,10,2,9,10,=,1696.0,
4974,how many taxpayers in the united states,10,1,9,10,=,143300000.0,
3433,how many msme in india,10,1,9,10,=,63050000.0,
3954,how many phds in the us,10,2,8,10,=,4500000.0,
5479,how many vms can i vmotion at once,10,1,9,10,=,8.0,
805,how many views does cnbc get,10,1,9,10,=,5700000.0,
1471,how many rakat fajr prayer,8,14,0,8,=,2.0,
1892,how many hebrews left egypt,10,4,6,10,=,603550.0,
4848,how many software engineers does amazon have,10,1,9,10,=,9000.0,
4402,how many qatar planes have qsuites,10,1,9,10,=,4.0,
4399,how many states have qris,10,1,9,10,=,49.0,
3257,how many mlb teams are in california,10,3,7,10,=,5.0,
5945,how many zagor comics are there,10,1,9,10,=,120.0,
4251,how many pakistani in usa,10,1,9,10,=,508116.0,
3702,how many seats in nlu,10,5,6,10,=,2175.0,
4808,how many small businesses in pa,10,2,8,10,=,1000000.0,
4478,how many rejections harry potter,9,3,6,9,=,12.0,
344,how many aus is mars from the sun,10,5,5,10,=,1.5,
3045,how many laundromats in the us,10,1,9,10,=,29500.0,
2568,how many jipmer medical colleges in india,10,1,9,10,=,2.0,
2917,how many kotr to kill ruby,9,1,8,9,=,10.0,
5213,how many udfa can a team sign,10,1,9,10,=,15.0,
2618,how many joaquin's are in the world,10,2,8,10,=,21925.0,
3032,how many lakes are in michigan,10,1,9,10,=,11000.0,
2715,how many kangaroos are in australia,10,1,9,10,=,44000000.0,
4742,how many shg group in odisha,9,1,8,9,=,600000.0,
3970,how many pirates of the caribbean movies are there,9,2,7,9,=,5.0,
786,how many cms are there,10,1,9,10,=,3.0,
1584,how many fma volumes are there,10,2,8,10,=,27.0,
2973,how many kumquats in a serving,10,1,9,10,=,5.0,
5183,how many branches of ubl bank in pakistan,10,2,8,10,=,1390.0,
3914,how many oceans are there on the earth,9,5,5,9,=,1.0,
849,how many cpdus do i need in illinois,10,1,9,10,=,12.0,
399,how many battleships does britain have,10,2,8,10,=,89.0,
705,how many minutes does a cdr hold,10,5,6,10,=,74.0,
2930,how many planes does kenya own,10,1,9,10,=,40.0,
5128,how many dams does tva operate,10,3,7,10,=,49.0,
3867,how many nyu schools are there,10,2,8,10,=,11.0,
3838,how many nva died at khe sanh,10,1,9,10,=,1602.0,
796,how many cms regional offices are there,10,2,8,10,=,10.0,
81,how many africans died in the middle passage,10,1,9,10,=,2000000.0,
3991,how many airports in olbia,10,2,8,10,=,3.0,
1732,how many giovanni's pizza are there in the world,10,1,9,10,=,1000.0,
539,how many bolts in the boston garden floor,9,3,6,9,=,988.0,
3627,how many nelson's columns are there,10,1,9,10,=,10.0,
5197,how many uchi villagers are there in new horizons,10,2,8,10,=,21.0,
5105,how many tsunamis hit japan,10,1,9,10,=,130974.0,
5688,how many wto members are there,10,2,8,10,=,164.0,
2971,how many kulaks were sent to gulags,10,2,8,10,=,1803392.0,
1972,how many hmong are in the us,10,3,7,10,=,260073.0,
5169,how many wards in uasin gishu county,10,5,6,10,=,6.0,
2429,how many jats in india,10,1,9,10,=,82500000.0,
4250,how many mqm per dollar,10,5,7,10,=,1.0,
877,how many crt stores in australia,10,3,7,10,=,300.0,
3237,how many majors does ucsd offer,10,1,9,10,=,3.0,
4587,how many rovers landed on mars,9,2,8,9,=,4.0,
1081,how many dnr officers in illinois,10,2,8,10,=,101.0,
115,how many ago was prophet muhammad alive,10,2,8,10,=,632.0,
5505,how many vs stores in the us,10,2,8,10,=,1053.0,
4975,how many taxpayers in the us,10,2,8,10,=,143300000.0,
3540,how many naga sadhus in india,9,1,8,9,=,5000000.0,
2046,how many huracans were made,10,2,8,10,=,14000.0,
899,how many ctc stores in canada,10,1,9,10,=,503.0,
2860,how many times kkr qualified for playoffs,10,3,7,10,=,2.0,
1085,how many dobre brothers are there,9,2,7,9,=,4.0,
4058,how many psalms did solomon write,10,1,9,10,=,18.0,
3019,how many layers are in the earth,10,6,5,10,=,4.0,
4561,how many rns in california,10,2,8,10,=,300000.0,
151,how many all stars in nba,10,2,8,10,=,24.0,
1607,how many fqhcs are there in the united states,10,1,9,10,=,1368.0,
2363,how many islands in indonesia,10,1,9,10,=,17508.0,
543,how many bop facilities are there,10,1,9,10,=,122.0,
1849,how many hbcu in the us,10,3,7,10,=,107.0,
2666,how many judges are on the missouri supreme court,10,6,4,10,=,3.0,
4326,how many private schools in hawaii,10,1,9,10,=,144.0,
5110,how many tui stores in england,9,1,8,9,=,650.0,
207,how many anbaugebiete in germany,10,5,6,10,=,13.0,
817,how many cng stations are in california,10,1,9,10,=,108.0,
5770,how many zip codes are in the united states,10,1,9,10,=,42000.0,
3869,how many floats does nyx have,10,1,9,10,=,44.0,
1578,how many members did the flq have,10,1,9,10,=,23.0,
5660,how many wpn stores are there,10,1,9,10,=,6000.0,
3427,how many watts is alpine mrp-t220,10,4,6,10,=,50.0,
3963,how many oregonians are on ohp,10,1,9,10,=,3700000.0,
2673,how many jubilees has israel had,10,1,9,10,=,17.0,
4569,how many roku accounts can i have,10,3,8,10,=,6.0,
973,how many branches of dbbl in bd,10,1,9,10,=,181.0,
5624,how many wisconsin state parks are there,10,2,8,10,=,66.0,
5405,how many marks pass in vao exam,10,1,9,10,=,160.0,
4759,how many siblings did michael jordan have,10,1,9,10,=,4.0,
5886,how many yoda's are there,9,2,7,9,=,3.0,
2714,how many kale seeds per hole,10,1,9,10,=,2.0,
3783,how many nsk in malaysia,8,1,7,8,=,13.0,
1143,how many dtc buses in delhi,10,1,9,10,=,2400.0,
2813,how many khanates were there,10,3,7,10,=,4.0,
5609,how many whole foods in california,10,1,9,10,=,88.0,
4694,how many branches of sbp in pakistan,10,1,9,10,=,16.0,
232,how many wine aoc in france,10,2,8,10,=,300.0,
5007,how many tetris games are there,10,1,9,10,=,65.0,
5982,how many videos does zexyzek have,9,1,8,9,=,100.0,
5081,how many tpa are there in india,10,2,8,10,=,26.0,
1036,how many dioceses in the us,10,2,8,10,=,144.0,
589,how many businesses in the us,10,1,9,10,=,5600000.0,
362,how many axa finalists are there,10,3,8,10,=,52.0,
5465,how many wards are in vihiga county,10,1,9,10,=,6.0,
3409,how many games in mpl app,9,1,8,9,=,6.0,
2038,how many huayra bc were made,10,3,7,10,=,20.0,
857,how many cpl holders in india,9,1,8,9,=,7000.0,
2484,how many jci accredited hospitals in singapore,10,1,9,10,=,21.0,
3887,how many packs of hair for knotless box braids,7,2,5,7,=,5.0,
106,how many afv in indian army,10,1,9,10,=,27.0,
4677,how many saltine crackers in a sleeve,10,2,8,10,=,5.0,
360,how many away games in nba season,10,5,7,10,=,41.0,
4582,how many rotc students at notre dame,10,1,9,10,=,338.0,
64,how many aeolian islands are there,10,1,9,10,=,7.0,
2998,how many students get kvpy fellowship,10,1,9,10,=,1200.0,
1068,how many dmus exist in florida,10,4,7,10,=,12.0,
1153,how many stars are on the american flag,10,6,5,10,=,13.0,
5974,how many zeraora have been defeated counter,8,2,6,8,=,272335.0,
2640,how many joe and the juice are there,10,1,9,10,=,300.0,
1241,how many education service centers in texas,9,2,7,9,=,20.0,
902,how many ctm stores in south africa,10,4,6,10,=,80.0,
4414,how many quantum states are there,9,2,7,9,=,4.0,
3703,how many seats in nlu delhi,10,4,6,10,=,80.0,
2842,how many kim in korea,10,3,7,10,=,10000000.0,
4367,how many qdobas are in the us,10,4,7,10,=,736.0,
5472,how many vizslas in the uk,10,1,9,10,=,4520.0,
1843,how many hasidic jews are there,10,1,9,10,=,130000.0,
882,how many honda crz were made,10,1,9,10,=,3349.0,
5700,how many degrees does jmu offer,10,1,9,10,=,8.0,
5019,how many tigers are in the us,10,3,7,10,=,5000.0,
5742,how many xfl players signed with nfl,10,1,9,10,=,4.0,
3800,how many nato nations,10,5,5,10,=,30.0,
2899,how many koch brothers are left,10,2,8,10,=,4.0,
1850,how many hbcus are in texas,10,2,8,10,=,9.0,
2532,how many kgf movie,7,11,1,7,=,2.0,
2348,how many irelands fit in texas,10,1,9,10,=,70273.0,
858,how many cpl in michigan,10,1,9,10,=,993026.0,
3757,how many credits is nqf level 4,10,1,9,10,=,120.0,
1566,how many fjords in ireland,10,8,5,10,=,3.0,
2681,how many juju hearts come in a package,9,1,8,9,=,40.0,
6027,how many zoos are in ohio,10,1,9,10,=,6.0,
3313,how many mfi in india,10,1,9,10,=,223.0,
5704,how many partners at oliver wyman,10,2,8,10,=,36.0,
4221,how many pnb branches in the philippines,10,5,6,10,=,713.0,
4749,how many shlokas are there in bhagwat geeta,8,3,5,8,=,700.0,
2867,how many kleenex should the kimberly clark,10,8,2,10,=,60.0,
3930,how many employees does odfl have,11,7,4,11,=,21279.0,
5241,how many uhnwi in india,10,2,8,10,=,5986.0,
4826,how many snes games were released in north america,10,6,4,10,=,721.0,
2029,how many hscp in scotland,10,4,7,10,=,31.0,
5301,how many union of india,10,5,5,10,=,8.0,
1298,how many elk are in the us,10,1,9,10,=,1000000.0,
2159,how many ifas in the uk,10,1,9,10,=,5678.0,
4934,how many pokemon in swsh,10,1,9,10,=,400.0,
5376,how many uk postcodes,10,2,8,10,=,1700000.0,
4167,how many ph in singapore,10,2,8,10,=,11.0,
3572,how many screens nbc sports gold,10,1,9,10,=,1.0,
2702,jwt how many claims,10,1,9,10,=,7.0,
812,how many watts is cnd led lamp,9,4,6,9,=,36.0,
3188,how many types of lscs are there,10,2,8,10,=,2.0,
4822,how many smyths stores in ireland,10,3,7,10,=,110.0,
3195,how many ltachs in the us,10,2,8,10,=,420.0,
5076,how many tornadoes in oklahoma,10,1,9,10,=,126.0,
758,how many citizens in the us,10,2,8,10,=,331002651.0,
6038,how many zoos are in new york,10,2,8,10,=,4.0,
1626,how many ftas does canada have,10,1,9,10,=,14.0,
1708,how many gf in ff8,7,1,6,7,=,6.0,
3339,how many mia in ww2,10,3,7,10,=,79000.0,
3829,how many nukes does north korea have,10,1,9,10,=,30.0,
3085,how many lepers returned to thank jesus,10,8,4,10,=,1.0,
5085,how many tpc courses,10,2,8,10,=,32.0,
4481,how many renters in new york state,10,1,9,10,=,4.0,
5483,how many volcanoes are in hawaii,10,1,9,10,=,4.0,
1388,how many bishops are there in the catholic church,10,2,8,10,=,5600.0,
4442,how many rbmk reactors are in the world,10,2,8,10,=,10.0,
2412,how many iwi in auckland,10,4,8,10,=,6.0,
4044,how many provinces are in canada,10,1,9,10,=,10.0,
403,how many navy seal teams are there,10,4,7,10,=,8.0,
4422,how many rajdhani express in india,10,1,9,10,=,48.0,
982,how many dcp in odisha,10,1,9,10,=,6.0,
5749,how many children does george floyd have,9,2,7,9,=,5.0,
1145,how many dth are in india,10,1,9,10,=,4.0,
330,how many aubrey's are in the world,10,1,9,10,=,8.0,
5326,how many oncologists in the us,10,1,9,10,=,12423.0,
4495,how many rfas in california,10,1,9,10,=,35.0,
2698,how many jw marriotts are there in the world,10,1,9,10,=,80.0,
2871,how many klingon speakers are there in the world,10,1,9,10,=,20.0,
3441,how many viewers watch msnbc,10,2,8,10,=,2800000.0,
575,how many bsc agriculture seats in karnataka,10,1,9,10,=,1125.0,
1855,how many hbcu are in the us,10,4,6,10,=,107.0,
5316,how many urologists in the us,10,3,7,10,=,12660.0,
5941,how many zara stores,10,2,8,10,=,2250.0,
5976,how many books in zechariah,9,3,6,9,=,12.0,
2570,how many jisu in quran,10,8,3,10,=,30.0,
387,how many babies do groundhogs have,10,1,9,10,=,10.0,
5731,how many lone pairs in xef4,7,6,2,7,=,2.0,
4903,how many ssp seeds are there in growtopia,9,4,7,9,=,136.0,
5598,how many wfg agents in canada,10,1,9,10,=,1500.0,
1352,how many epl teams in london,10,2,8,10,=,14.0,
3071,how many ldcs are in africa,10,5,5,10,=,33.0,
5623,how many wisconsin state parks,10,2,8,10,=,66.0,
2031,how many nhs hospitals are there in the uk,10,2,8,10,=,1257.0,
4258,how many psalms did david write,10,5,5,10,=,73.0,
